A0_KR, A0_KD, A0_MVP, A0_T_KR, A0_T_KD, A0_T_MVP, A0_E_KR, A0_E_KD, A0_E_MVP, A1_KR, A1_KD, A1_MVP, A1_T_KR, A1_T_KD, A1_T_MVP, A1_E_KR, A1_E_KD, A1_E_MVP, A2_KR, A2_KD, A2_MVP, A2_T_KR, A2_T_KD, A2_T_MVP, A2_E_KR, A2_E_KD, A2_E_MVP, A3_KR, A3_KD, A3_MVP, A3_T_KR, A3_T_KD, A3_T_MVP, A3_E_KR, A3_E_KD, A3_E_MVP, A4_KR, A4_KD, A4_MVP, A4_T_KR, A4_T_KD, A4_T_MVP, A4_E_KR, A4_E_KD, A4_E_MVP, B0_KR, B0_KD, B0_MVP, B0_T_KR, B0_T_KD, B0_T_MVP, B0_E_KR, B0_E_KD, B0_E_MVP, B1_KR, B1_KD, B1_MVP, B1_T_KR, B1_T_KD, B1_T_MVP, B1_E_KR, B1_E_KD, B1_E_MVP, B2_KR, B2_KD, B2_MVP, B2_T_KR, B2_T_KD, B2_T_MVP, B2_E_KR, B2_E_KD, B2_E_MVP, B3_KR, B3_KD, B3_MVP, B3_T_KR, B3_T_KD, B3_T_MVP, B3_E_KR, B3_E_KD, B3_E_MVP, B4_KR, B4_KD, B4_MVP, B4_T_KR, B4_T_KD, B4_T_MVP, B4_E_KR, B4_E_KD, B4_E_MVP
1.935500, 1.191000, 6.500000, 1.049160, 0.692720, 3.284000, 1.062400, 0.699120, 3.466001, 1.134500, 0.788000, 5.250000, 1.055020, 0.707000, 3.526000, 1.035740, 0.697100, 3.504000, 1.314500, 0.887500, 6.350000, 1.100301, 0.713880, 3.893998, 1.005040, 0.683940, 3.737999, 1.285000, 0.719000, 4.050000, 1.154580, 0.724440, 3.774001, 1.149820, 0.702460, 3.416001, 1.167500, 0.884000, 2.950000, 1.080620, 0.708380, 3.558000, 1.168600, 0.711560, 3.404000, 0.881500, 0.572000, 2.750000, 1.009781, 0.691200, 3.374000, 1.027700, 0.700100, 3.300000, 1.103500, 0.868500, 3.800000, 1.054080, 0.708940, 3.293999, 1.018140, 0.703740, 3.530000, 0.915000, 0.680000, 2.900000, 1.096900, 0.743540, 3.737997, 0.979700, 0.705560, 3.422002, 1.776000, 1.100000, 4.200000, 1.095520, 0.716020, 3.443999, 1.026080, 0.693980, 3.265998, 0.877500, 0.658500, 3.450000, 1.045800, 0.706560, 3.987999, 0.987400, 0.690280, 4.017999
0.396500, 0.306000, 1.950000, 1.022100, 0.713880, 3.495999, 1.074599, 0.733620, 3.584000, 1.623500, 1.155000, 5.800000, 1.040540, 0.712480, 3.235999, 1.046660, 0.715820, 3.394000, 1.877500, 1.166000, 6.050000, 1.049160, 0.692720, 3.284000, 1.062400, 0.699120, 3.466001, 1.421000, 1.002500, 4.100000, 1.079341, 0.720980, 4.114001, 0.986500, 0.688940, 3.938000, 1.743333, 1.091667, 5.166667, 0.987867, 0.655400, 3.526667, 0.868067, 0.607933, 3.459999, 0.065500, 0.039000, 0.000000, 1.013579, 0.688260, 3.671999, 1.053720, 0.692600, 3.195999, 0.047500, 0.037000, 0.150000, 0.984580, 0.690140, 3.434000, 1.097761, 0.720960, 3.489999, 0.980500, 0.662000, 1.950000, 1.042001, 0.707740, 3.827999, 1.048420, 0.712960, 3.680001, 0.721500, 0.556500, 3.050000, 1.031960, 0.704160, 3.690000, 1.151940, 0.729840, 3.750000, 1.011000, 0.694500, 4.100000, 1.093579, 0.714980, 3.590001, 0.958380, 0.667100, 3.306000
3.063500, 0.963000, 3.150000, 0.686820, 0.456480, 2.524000, 0.698800, 0.460680, 2.398000, 0.955500, 0.703000, 4.500000, 1.074520, 0.730860, 3.918001, 0.974060, 0.696480, 3.864000, 1.560000, 1.041000, 5.350000, 1.028620, 0.702700, 3.924002, 1.071881, 0.711000, 3.926001, 1.029500, 0.757000, 3.750000, 1.068361, 0.717660, 3.400000, 1.005500, 0.690140, 3.398000, 0.718500, 0.458000, 3.150000, 0.996500, 0.696100, 3.525999, 1.022420, 0.705220, 3.892001, 1.520000, 1.091000, 4.600000, 1.113560, 0.729340, 3.772001, 0.996840, 0.697560, 3.778001, 1.458500, 0.898000, 2.700000, 1.094840, 0.722380, 4.085999, 1.012599, 0.697640, 3.905998, 0.368000, 0.287000, 1.800000, 1.022100, 0.713880, 3.495999, 1.074599, 0.733620, 3.584000, 1.145000, 0.828000, 3.650000, 1.058260, 0.727580, 3.500001, 1.036440, 0.721620, 3.809998, 0.890000, 0.633000, 3.350000, 1.052160, 0.715600, 3.540000, 1.010540, 0.705800, 3.350000
0.059500, 0.044500, 0.250000, 1.041759, 0.707980, 3.601999, 1.005840, 0.693160, 3.028000, 1.394500, 0.852500, 4.500000, 1.047899, 0.701740, 3.460000, 1.096800, 0.716360, 3.640001, 1.027500, 0.718500, 3.350000, 1.046280, 0.709120, 3.784002, 1.037840, 0.704080, 3.620002, 1.089000, 0.727000, 5.250000, 0.946460, 0.677000, 3.394001, 1.192039, 0.748200, 3.735999, 1.095000, 0.807000, 3.050000, 1.052040, 0.727380, 3.163999, 1.021560, 0.718320, 3.366000, 2.324001, 1.320000, 5.200000, 1.004760, 0.694060, 3.722000, 1.135440, 0.732040, 4.038001, 0.387000, 0.299500, 1.800000, 1.022100, 0.713880, 3.495999, 1.074599, 0.733620, 3.584000, 0.939500, 0.705500, 6.050000, 1.099740, 0.728000, 3.875998, 1.002159, 0.698100, 3.783999, 0.451000, 0.326500, 1.950000, 1.017939, 0.709580, 3.645999, 1.062560, 0.727420, 3.494001, 0.801500, 0.538000, 2.300000, 1.040280, 0.718320, 3.649999, 1.033320, 0.718480, 3.420001
1.501000, 1.072500, 4.400000, 1.113560, 0.729340, 3.772001, 0.996840, 0.697560, 3.778001, 0.932000, 0.609500, 3.050000, 0.975240, 0.690960, 3.826000, 1.094160, 0.734440, 3.703999, 1.461500, 0.905000, 2.750000, 1.094840, 0.722380, 4.085999, 1.012599, 0.697640, 3.905998, 0.936500, 0.706500, 5.850000, 1.099740, 0.728000, 3.875998, 1.002159, 0.698100, 3.783999, 0.383000, 0.299000, 1.900000, 1.022100, 0.713880, 3.495999, 1.074599, 0.733620, 3.584000, 1.133000, 0.742500, 3.850000, 1.048201, 0.707180, 3.669998, 1.037500, 0.706920, 3.949999, 0.893500, 0.622000, 4.100000, 1.086320, 0.719060, 3.607999, 1.042780, 0.704740, 3.671999, 0.876500, 0.566500, 2.200000, 0.971300, 0.682080, 3.236001, 1.084100, 0.718700, 3.363999, 0.866000, 0.532000, 2.500000, 1.090440, 0.720041, 3.348000, 0.958100, 0.678820, 3.234000, 1.153000, 0.797500, 4.550000, 1.024520, 0.692480, 3.847999, 1.024080, 0.693800, 4.122000
1.487000, 0.966500, 4.200000, 1.062220, 0.719560, 2.934001, 1.068980, 0.719340, 3.016000, 0.115000, 0.055000, 0.050000, 1.062800, 0.723900, 3.909997, 1.004800, 0.708600, 3.590000, 0.872500, 0.594500, 3.750000, 1.148480, 0.740100, 3.338000, 0.956820, 0.678800, 3.172000, 0.069000, 0.052500, 0.100000, 1.139420, 0.747180, 3.877999, 0.908520, 0.666220, 3.300000, 1.179500, 0.797500, 4.050000, 1.016640, 0.700160, 3.683999, 1.047120, 0.709700, 3.636001, 1.498000, 1.076500, 4.450000, 1.113560, 0.729340, 3.772001, 0.996840, 0.697560, 3.778001, 0.910500, 0.597500, 3.150000, 0.975240, 0.690960, 3.826000, 1.094160, 0.734440, 3.703999, 1.437500, 0.887500, 2.700000, 1.094840, 0.722380, 4.085999, 1.012599, 0.697640, 3.905998, 0.937000, 0.708000, 5.800000, 1.099740, 0.728000, 3.875998, 1.002159, 0.698100, 3.783999, 0.369000, 0.290000, 1.900000, 1.022100, 0.713880, 3.495999, 1.074599, 0.733620, 3.584000
1.015500, 0.701000, 2.800000, 1.106740, 0.703380, 3.136002, 1.004820, 0.680180, 3.242002, 1.439500, 0.993000, 3.750000, 1.039820, 0.692840, 3.202000, 1.050640, 0.694540, 3.294000, 1.582000, 0.864000, 3.800000, 1.050440, 0.694160, 3.838000, 1.080460, 0.704640, 3.662001, 0.936500, 0.644500, 3.700000, 1.038619, 0.705580, 3.644001, 1.078481, 0.718520, 3.486000, 1.082500, 0.737000, 3.300000, 1.053039, 0.713300, 3.971998, 0.996900, 0.692760, 3.822000, 0.494000, 0.376500, 2.350000, 0.956920, 0.685740, 3.688000, 1.165379, 0.744360, 3.812001, 1.377500, 0.843500, 4.100000, 1.004960, 0.704060, 3.836001, 1.066540, 0.722440, 4.134003, 1.251500, 0.752000, 4.150000, 0.930940, 0.675260, 3.702002, 1.165060, 0.751140, 4.017998, 0.928500, 0.642000, 4.400000, 1.023200, 0.681800, 3.768001, 1.010181, 0.676400, 3.642001, 1.328000, 0.909500, 4.650000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002
1.338500, 0.913000, 4.500000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.230000, 0.947000, 5.050000, 1.030640, 0.688460, 3.225999, 1.019280, 0.695720, 3.460000, 0.832500, 0.649000, 3.650000, 1.019860, 0.690120, 3.337998, 1.022560, 0.700960, 3.548003, 1.275000, 0.885000, 6.000000, 1.120720, 0.732380, 3.714000, 0.958980, 0.682220, 3.686000, 1.054000, 0.716000, 4.500000, 0.987300, 0.675280, 3.820000, 1.120160, 0.724960, 3.951999, 1.527500, 1.042000, 5.050000, 0.977620, 0.688380, 3.612000, 1.085580, 0.727420, 4.106000, 1.103000, 0.737000, 3.200000, 1.095939, 0.719720, 3.475999, 0.936740, 0.663860, 3.488000, 1.374500, 1.019000, 5.150000, 1.224819, 0.697780, 3.592000, 0.982259, 0.667420, 3.366002, 1.212500, 0.895000, 6.050000, 1.012860, 0.703000, 3.990001, 1.018440, 0.707720, 3.812002, 1.941500, 1.202000, 6.400000, 1.069860, 0.721700, 3.982000, 1.024040, 0.706000, 3.858001
0.982500, 0.736000, 4.900000, 1.114220, 0.724400, 3.652000, 0.971820, 0.678820, 3.512001, 1.204000, 0.861000, 4.900000, 1.113140, 0.731880, 3.924000, 0.962180, 0.682500, 3.794000, 1.119000, 0.656000, 3.300000, 1.042401, 0.710081, 3.970001, 1.031600, 0.707020, 4.100000, 0.892000, 0.678000, 4.200000, 1.088100, 0.714180, 3.970002, 0.960160, 0.677860, 4.081997, 1.381500, 0.898000, 4.350000, 1.040660, 0.701301, 3.734002, 1.099140, 0.725700, 4.006001, 1.330500, 0.907000, 4.500000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 0.715500, 0.564000, 5.000000, 1.069100, 0.721840, 3.899999, 1.014800, 0.708860, 3.960000, 0.760500, 0.647000, 3.850000, 1.053820, 0.715680, 3.885999, 1.002140, 0.702580, 3.988000, 0.883500, 0.600000, 4.050000, 1.005480, 0.691920, 3.793999, 1.083420, 0.716380, 3.796001, 0.854000, 0.625000, 3.100000, 1.004740, 0.696260, 3.968000, 1.084460, 0.722840, 3.912002
1.429500, 1.014500, 5.200000, 1.072480, 0.715220, 3.733999, 1.005180, 0.691940, 3.570000, 1.411500, 0.945000, 6.100000, 1.015940, 0.696080, 3.776000, 1.012800, 0.692440, 3.932000, 0.923500, 0.714500, 3.650000, 1.066681, 0.722600, 3.805997, 0.944560, 0.676580, 3.613999, 1.397000, 0.977500, 4.100000, 1.007120, 0.694740, 3.167999, 1.070120, 0.722740, 3.612001, 1.446500, 0.937500, 3.700000, 1.112459, 0.706320, 3.278000, 1.041980, 0.687480, 3.330000, 1.334000, 0.909500, 4.700000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.610000, 0.998500, 4.650000, 1.027600, 0.695660, 3.676000, 1.099599, 0.722940, 4.004001, 1.527500, 0.920500, 6.500000, 0.980200, 0.674860, 3.688001, 1.156140, 0.725100, 3.556000, 1.864500, 1.105000, 2.750000, 1.013960, 0.688000, 3.526001, 1.081380, 0.704560, 3.648001, 0.893500, 0.521500, 3.400000, 1.038460, 0.692580, 3.848000, 1.054500, 0.704060, 3.937999
1.913000, 1.168000, 6.500000, 0.987160, 0.698800, 4.208001, 1.077540, 0.730400, 4.092002, 1.320000, 0.919000, 4.400000, 0.983520, 0.699300, 4.108003, 1.093580, 0.738500, 3.982002, 1.170000, 0.837000, 5.600000, 1.002620, 0.691060, 4.002002, 1.100879, 0.727240, 3.918002, 1.130500, 0.734000, 5.100000, 0.970000, 0.679240, 3.656000, 1.150200, 0.744160, 3.884001, 0.832000, 0.549000, 2.550000, 1.066400, 0.707540, 3.190002, 1.062000, 0.706360, 3.150000, 1.315000, 0.895000, 4.550000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.044000, 0.711000, 4.400000, 0.997081, 0.694460, 3.646001, 1.056700, 0.712300, 4.035999, 1.060526, 0.710526, 4.421052, 1.011284, 0.699684, 3.755790, 1.060800, 0.711010, 3.688420, 1.288000, 0.929000, 5.600000, 1.122780, 0.739460, 3.808001, 0.995420, 0.696840, 3.661999, 2.721500, 1.613000, 5.300000, 1.103560, 0.726520, 3.763999, 1.023440, 0.703780, 3.736000
1.174000, 0.925500, 6.050000, 1.012720, 0.691640, 3.772000, 0.966600, 0.675840, 3.989998, 1.244500, 0.894000, 5.800000, 1.029720, 0.703080, 3.682000, 0.984040, 0.684520, 3.975999, 1.588500, 1.020500, 5.650000, 1.081459, 0.716080, 3.497999, 1.029140, 0.691820, 3.291999, 0.805000, 0.538000, 2.650000, 1.060320, 0.707680, 3.422000, 0.942180, 0.674660, 3.518000, 1.534500, 1.110500, 5.000000, 1.053680, 0.707060, 3.689999, 0.993640, 0.688320, 3.472000, 1.374500, 0.889500, 6.000000, 1.020160, 0.692800, 3.421999, 1.051780, 0.702760, 3.694000, 1.026500, 0.712500, 3.400000, 0.989440, 0.688720, 4.012001, 1.034880, 0.698460, 4.024001, 0.819500, 0.644000, 2.650000, 1.067400, 0.712060, 3.591999, 1.050380, 0.705761, 3.895999, 1.345500, 0.914500, 4.550000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.308000, 0.948000, 4.550000, 1.057440, 0.719140, 4.080001, 1.031960, 0.711460, 4.150000
1.023500, 0.684000, 6.650000, 1.025640, 0.685800, 4.276000, 0.988340, 0.676140, 3.828000, 1.770000, 1.093000, 4.000000, 1.098440, 0.711940, 3.901999, 1.016680, 0.694140, 3.780000, 0.694500, 0.461500, 2.250000, 1.006000, 0.688140, 3.568000, 1.046520, 0.705840, 3.722001, 1.036500, 0.755500, 5.650000, 1.007060, 0.692140, 3.582001, 1.070240, 0.719360, 3.837998, 1.333500, 0.908500, 4.650000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 0.906000, 0.641000, 3.650000, 1.044740, 0.718420, 3.785999, 1.034860, 0.713780, 3.934000, 0.634500, 0.455000, 3.150000, 1.071900, 0.711520, 3.741998, 1.000320, 0.691760, 3.730000, 1.029500, 0.752000, 2.850000, 1.067000, 0.723900, 4.193999, 0.980700, 0.701200, 4.005999, 0.825000, 0.582000, 3.500000, 1.143860, 0.702780, 3.509998, 1.037220, 0.691100, 3.650000, 0.940500, 0.621500, 4.250000, 0.982180, 0.688160, 3.850000, 1.124521, 0.737440, 3.840001
1.156500, 0.648500, 2.100000, 1.147020, 0.726060, 3.294000, 0.983640, 0.665660, 3.049999, 0.971500, 0.562500, 2.100000, 1.147020, 0.726060, 3.294000, 0.983640, 0.665660, 3.049999, 1.094500, 0.704500, 3.550000, 0.890880, 0.655580, 3.248000, 1.233020, 0.738360, 3.596001, 1.043500, 0.784500, 4.200000, 1.090801, 0.715980, 4.078000, 0.969001, 0.670800, 3.641999, 0.744000, 0.607500, 3.450000, 0.978800, 0.700960, 3.516000, 1.102600, 0.743140, 3.884002, 1.023000, 0.630500, 2.950000, 1.079140, 0.724760, 4.221997, 0.986960, 0.698940, 4.227999, 0.656000, 0.500500, 2.250000, 1.084219, 0.719440, 3.796001, 0.963840, 0.686680, 4.012000, 1.351000, 0.916500, 4.600000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.411500, 0.920000, 4.850000, 1.100900, 0.728100, 3.454000, 1.011800, 0.709900, 3.796000, 0.734000, 0.529000, 3.600000, 1.060400, 0.703980, 3.572002, 0.994240, 0.679380, 3.432003
1.336500, 0.801000, 4.650000, 0.967580, 0.686180, 3.677999, 1.095721, 0.722720, 3.991999, 0.887000, 0.600500, 3.400000, 1.056240, 0.709600, 3.202001, 1.047360, 0.707100, 3.427999, 1.435500, 0.914000, 4.750000, 1.099680, 0.723160, 3.242001, 0.979540, 0.685000, 3.199998, 0.478500, 0.357000, 2.600000, 1.001200, 0.675960, 3.836000, 0.940559, 0.654140, 3.430001, 1.414500, 0.899500, 5.150000, 0.971060, 0.684480, 3.624001, 1.120540, 0.739320, 3.835999, 1.112500, 0.788000, 2.950000, 1.079460, 0.706880, 3.616001, 0.975640, 0.678380, 3.304002, 1.427000, 0.953000, 3.850000, 0.955240, 0.665020, 3.520000, 1.033760, 0.694980, 3.500000, 1.054500, 0.753500, 5.000000, 0.929040, 0.651100, 3.394000, 1.084260, 0.696000, 3.806000, 1.327500, 0.906000, 4.550000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.409000, 0.918000, 4.700000, 1.100900, 0.728100, 3.454000, 1.011800, 0.709900, 3.796000
1.802000, 1.216500, 5.600000, 1.040200, 0.710760, 3.800002, 1.049100, 0.713240, 3.999999, 1.226500, 0.817000, 5.350000, 1.167480, 0.733320, 3.840001, 0.963920, 0.669080, 3.540000, 1.497000, 1.021500, 6.700000, 1.137680, 0.711760, 3.852001, 0.960400, 0.655980, 3.594000, 1.338000, 0.915500, 4.700000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.418000, 0.926000, 4.700000, 1.100900, 0.728100, 3.454000, 1.011800, 0.709900, 3.796000, 1.166500, 0.786000, 4.650000, 1.019640, 0.698600, 3.720001, 1.084360, 0.719400, 3.730001, 0.737000, 0.538000, 3.750000, 0.978540, 0.687640, 4.262002, 1.156960, 0.727761, 3.848000, 1.068000, 0.714500, 4.400000, 0.972680, 0.684480, 4.312002, 1.111760, 0.713721, 3.866000, 0.678500, 0.521000, 3.900000, 1.062419, 0.707300, 3.988002, 0.982720, 0.682500, 3.960000, 1.112500, 0.816500, 3.500000, 1.066860, 0.715660, 4.426000, 1.079640, 0.703640, 3.774003
1.356000, 0.912000, 4.550000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.399500, 1.011000, 4.750000, 1.059140, 0.722760, 4.138001, 1.021461, 0.711440, 3.972003, 1.293000, 0.778000, 4.250000, 1.048380, 0.715640, 4.146001, 1.039020, 0.714360, 4.243999, 0.843000, 0.618000, 3.000000, 1.095220, 0.710140, 3.487998, 1.071580, 0.703160, 3.801999, 1.639500, 0.954500, 4.400000, 1.041500, 0.703920, 2.987999, 1.099700, 0.727080, 3.492001, 1.097000, 0.817000, 2.800000, 1.055640, 0.719320, 3.575999, 1.091660, 0.721280, 3.573999, 0.809500, 0.554500, 3.550000, 1.030840, 0.704260, 3.944000, 1.078360, 0.707500, 3.579999, 0.884000, 0.678500, 3.950000, 1.041260, 0.719500, 3.885999, 1.044140, 0.720500, 4.163999, 1.547500, 0.851000, 5.100000, 1.168940, 0.735060, 3.720000, 1.025760, 0.684640, 3.610001, 1.433500, 0.973000, 3.400000, 1.065580, 0.719220, 3.590000, 1.061520, 0.715380, 3.820001
1.366000, 0.925000, 4.550000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.405000, 0.915500, 4.650000, 1.100900, 0.728100, 3.454000, 1.011800, 0.709900, 3.796000, 0.903000, 0.589000, 2.450000, 0.968240, 0.696300, 3.481998, 1.115760, 0.746400, 3.838001, 1.037000, 0.791500, 6.700000, 1.001480, 0.712720, 3.790001, 1.036000, 0.721800, 3.953999, 1.060000, 0.672000, 2.350000, 0.984481, 0.691760, 3.503998, 1.094720, 0.736340, 3.986001, 1.065500, 0.770000, 2.500000, 1.017780, 0.719840, 3.977999, 1.031920, 0.723260, 4.081999, 1.232000, 0.887000, 4.800000, 1.096280, 0.743040, 3.979999, 0.965420, 0.697060, 3.849999, 0.926500, 0.698500, 3.300000, 1.104940, 0.745620, 3.974000, 0.962160, 0.698180, 3.795999, 0.866000, 0.646500, 3.600000, 1.154479, 0.743500, 3.534000, 0.998720, 0.695100, 3.476000, 1.231500, 0.888000, 4.350000, 1.095779, 0.717160, 3.422000, 1.130320, 0.717440, 3.647999
0.037500, 0.034000, 0.100000, 1.100100, 0.735280, 3.798000, 0.951760, 0.687980, 4.135999, 0.892000, 0.598500, 3.100000, 1.013700, 0.686880, 3.821999, 1.124660, 0.710440, 3.552001, 1.316000, 0.900500, 4.600000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.411000, 0.923500, 4.500000, 1.100900, 0.728100, 3.454000, 1.011800, 0.709900, 3.796000, 1.380500, 0.944000, 3.500000, 1.128301, 0.732740, 3.989999, 0.987000, 0.693660, 3.440000, 0.757500, 0.551000, 3.500000, 1.045280, 0.707480, 3.933999, 1.056420, 0.711820, 3.906000, 0.962000, 0.678000, 4.050000, 1.119860, 0.741960, 3.618002, 0.980240, 0.695740, 3.402000, 1.234000, 0.696500, 3.700000, 1.121700, 0.721880, 3.794003, 1.014141, 0.685260, 3.566001, 0.678000, 0.513500, 4.300000, 1.067360, 0.706621, 4.052001, 1.033160, 0.694080, 3.606002, 1.158000, 0.837000, 5.200000, 1.112780, 0.715140, 3.508001, 0.979120, 0.680560, 3.672000
1.104500, 0.744500, 3.100000, 1.095939, 0.719720, 3.475999, 0.936740, 0.663860, 3.488000, 0.047500, 0.035500, 0.150000, 1.139400, 0.701700, 3.289999, 1.105400, 0.716400, 3.679999, 0.877500, 0.647000, 3.000000, 1.125359, 0.735520, 3.852000, 0.946040, 0.673520, 3.560000, 1.201000, 0.810000, 5.200000, 1.076900, 0.711560, 3.689999, 1.031700, 0.701240, 3.610001, 0.955000, 0.662000, 3.550000, 1.017260, 0.700720, 3.561998, 1.096640, 0.728880, 3.658000, 1.343500, 0.914000, 4.400000, 0.966360, 0.692400, 3.838000, 1.062040, 0.718700, 4.038002, 1.411000, 0.913500, 4.700000, 1.100900, 0.728100, 3.454000, 1.011800, 0.709900, 3.796000, 1.295500, 0.898000, 5.350000, 1.027280, 0.712700, 3.783998, 1.094920, 0.722600, 3.985999, 1.617500, 1.138000, 5.350000, 1.072720, 0.703800, 3.650000, 0.979600, 0.676060, 3.580001, 1.073000, 0.742000, 2.550000, 1.144260, 0.733620, 3.554002, 0.944640, 0.681180, 3.766000
