A0_KR, A0_KD, A0_MVP, A0_T_KR, A0_T_KD, A0_T_MVP, A0_E_KR, A0_E_KD, A0_E_MVP, A1_KR, A1_KD, A1_MVP, A1_T_KR, A1_T_KD, A1_T_MVP, A1_E_KR, A1_E_KD, A1_E_MVP, A2_KR, A2_KD, A2_MVP, A2_T_KR, A2_T_KD, A2_T_MVP, A2_E_KR, A2_E_KD, A2_E_MVP, A3_KR, A3_KD, A3_MVP, A3_T_KR, A3_T_KD, A3_T_MVP, A3_E_KR, A3_E_KD, A3_E_MVP, A4_KR, A4_KD, A4_MVP, A4_T_KR, A4_T_KD, A4_T_MVP, A4_E_KR, A4_E_KD, A4_E_MVP, B0_KR, B0_KD, B0_MVP, B0_T_KR, B0_T_KD, B0_T_MVP, B0_E_KR, B0_E_KD, B0_E_MVP, B1_KR, B1_KD, B1_MVP, B1_T_KR, B1_T_KD, B1_T_MVP, B1_E_KR, B1_E_KD, B1_E_MVP, B2_KR, B2_KD, B2_MVP, B2_T_KR, B2_T_KD, B2_T_MVP, B2_E_KR, B2_E_KD, B2_E_MVP, B3_KR, B3_KD, B3_MVP, B3_T_KR, B3_T_KD, B3_T_MVP, B3_E_KR, B3_E_KD, B3_E_MVP, B4_KR, B4_KD, B4_MVP, B4_T_KR, B4_T_KD, B4_T_MVP, B4_E_KR, B4_E_KD, B4_E_MVP
1.231500, 0.922500, 4.600000, 1.093040, 0.722960, 4.042001, 0.983220, 0.689640, 3.930001, 0.763500, 0.554500, 3.500000, 1.059500, 0.713640, 3.959999, 1.031760, 0.699760, 3.762000, 1.051500, 0.775500, 6.500000, 1.023320, 0.709800, 3.993999, 1.052240, 0.714200, 4.347999, 0.814500, 0.568500, 3.350000, 1.015840, 0.702120, 4.033999, 1.067020, 0.714180, 4.367997, 1.518000, 1.102000, 6.800000, 1.027220, 0.700740, 3.766000, 1.033180, 0.700760, 3.977999, 1.242500, 0.660000, 3.200000, 0.956860, 0.678360, 4.038000, 1.080380, 0.712100, 4.140001, 0.922500, 0.594000, 3.250000, 1.014440, 0.705000, 3.730000, 1.095860, 0.731400, 4.020000, 0.432000, 0.299500, 2.850000, 1.011460, 0.703460, 3.974000, 1.079040, 0.730040, 4.196000, 1.545000, 0.914500, 3.600000, 1.026721, 0.705000, 3.829999, 1.064180, 0.721100, 4.079999, 0.972000, 0.636500, 3.500000, 0.971940, 0.678380, 3.858000, 1.095460, 0.732920, 4.311999
0.809500, 0.577500, 3.550000, 1.027800, 0.708860, 3.774000, 1.071799, 0.730040, 3.805998, 0.871500, 0.641000, 2.600000, 1.065980, 0.714160, 3.690000, 1.003880, 0.691840, 3.258002, 0.805000, 0.639500, 1.700000, 1.032740, 0.717880, 3.764002, 1.022080, 0.710400, 3.392000, 1.273500, 0.831000, 4.850000, 1.044380, 0.705020, 3.836001, 1.002220, 0.683260, 3.539999, 1.822500, 1.048500, 5.050000, 1.011520, 0.675620, 3.472001, 1.273000, 0.719460, 3.538001, 1.402000, 0.794500, 4.950000, 1.127880, 0.729960, 3.448000, 1.010719, 0.693840, 3.612000, 1.759000, 0.973000, 5.150000, 1.067400, 0.707740, 3.298001, 1.065000, 0.701760, 3.742000, 1.139000, 0.810500, 4.600000, 1.062640, 0.719020, 3.750002, 1.023660, 0.712280, 3.650001, 1.135000, 0.810500, 4.150000, 1.010760, 0.714260, 3.704001, 1.052040, 0.726540, 3.546000, 1.212000, 0.909500, 4.350000, 1.093040, 0.722960, 4.042001, 0.983220, 0.689640, 3.930001
1.230000, 0.851500, 5.350000, 1.026380, 0.702260, 3.626001, 1.070500, 0.719500, 3.854002, 1.544500, 0.979000, 5.150000, 1.050540, 0.710700, 3.324001, 1.026740, 0.703360, 3.324001, 0.810500, 0.531000, 2.450000, 1.015301, 0.702420, 3.638001, 1.066900, 0.721180, 3.802001, 1.688500, 1.137500, 5.400000, 1.101800, 0.722900, 3.722001, 0.985700, 0.692300, 3.667999, 1.494500, 0.938000, 4.050000, 1.022760, 0.632160, 3.139999, 1.005820, 0.625920, 3.292001, 0.900500, 0.590000, 3.000000, 1.057980, 0.719900, 3.514001, 1.008519, 0.707500, 3.476000, 0.465500, 0.347500, 1.400000, 1.181080, 0.737660, 3.431998, 0.919720, 0.659900, 3.496000, 0.851500, 0.630500, 2.600000, 1.065980, 0.714160, 3.690000, 1.003880, 0.691840, 3.258002, 0.790500, 0.622500, 1.700000, 1.032740, 0.717880, 3.764002, 1.022080, 0.710400, 3.392000, 1.011000, 0.704500, 3.600000, 1.045861, 0.709380, 3.311998, 1.001580, 0.697880, 3.117999
1.187500, 0.733000, 3.950000, 1.166480, 0.729840, 3.587999, 1.017120, 0.689460, 3.331998, 1.244500, 0.850500, 4.900000, 1.033140, 0.706180, 3.492000, 1.025060, 0.703060, 3.734001, 0.864000, 0.640500, 2.750000, 1.065980, 0.714160, 3.690000, 1.003880, 0.691840, 3.258002, 1.571500, 1.045000, 3.200000, 1.227540, 0.744740, 3.130000, 0.957759, 0.673260, 2.840001, 0.568500, 0.407000, 2.800000, 1.058620, 0.725640, 3.810003, 0.996200, 0.702640, 3.345999, 1.162500, 0.748000, 4.000000, 1.010540, 0.687940, 3.376000, 1.170160, 0.725960, 3.354001, 1.109000, 0.768500, 3.350000, 1.037260, 0.704420, 3.657999, 1.039740, 0.706780, 3.861998, 0.032500, 0.028000, 0.100000, 1.053700, 0.701600, 3.759999, 1.008701, 0.693800, 4.209999, 0.981500, 0.643000, 3.200000, 1.084720, 0.713720, 3.710000, 0.989280, 0.684580, 3.650001, 0.998500, 0.781500, 4.900000, 1.103780, 0.744000, 4.063999, 0.936780, 0.684380, 3.554000
0.655500, 0.481000, 2.400000, 1.139880, 0.746040, 3.665998, 0.981221, 0.696160, 3.714000, 0.943500, 0.659000, 3.600000, 1.287800, 0.770620, 3.436002, 0.908900, 0.663380, 3.284000, 0.045000, 0.039500, 0.150000, 1.013900, 0.709601, 3.730000, 1.066500, 0.729900, 3.829999, 1.549500, 1.113000, 3.900000, 1.046940, 0.730800, 3.746001, 1.045360, 0.731200, 3.693998, 1.430500, 0.902000, 5.300000, 1.015500, 0.678020, 3.627999, 1.049980, 0.692700, 3.589999, 0.868000, 0.630500, 3.850000, 1.057020, 0.722620, 3.712000, 1.012460, 0.708020, 3.891999, 1.332000, 0.789000, 3.350000, 0.837420, 0.592700, 2.612000, 0.982820, 0.633080, 2.843999, 0.874500, 0.646000, 2.650000, 1.065980, 0.714160, 3.690000, 1.003880, 0.691840, 3.258002, 0.582500, 0.407500, 2.650000, 1.058620, 0.725640, 3.810003, 0.996200, 0.702640, 3.345999, 1.241000, 0.846000, 6.150000, 1.006480, 0.709439, 3.605999, 1.017660, 0.713700, 3.724000
1.001500, 0.671000, 3.400000, 1.094160, 0.738740, 3.730000, 0.986640, 0.713660, 4.300000, 1.328500, 0.834000, 4.100000, 1.063880, 0.710100, 4.387998, 1.029220, 0.704400, 4.162000, 0.959500, 0.705000, 2.600000, 1.039540, 0.711581, 3.901999, 1.023461, 0.713220, 3.927998, 2.223000, 1.116000, 3.050000, 1.021260, 0.696540, 4.526000, 1.088640, 0.717360, 4.454001, 1.275500, 0.857500, 4.550000, 0.989100, 0.687020, 3.804002, 1.059900, 0.711600, 3.864002, 1.329000, 0.973000, 3.050000, 1.070340, 0.694920, 3.278001, 0.959020, 0.653040, 3.271999, 0.581500, 0.404000, 2.550000, 1.058620, 0.725640, 3.810003, 0.996200, 0.702640, 3.345999, 1.081500, 0.744000, 4.350000, 0.962100, 0.684240, 3.736001, 1.110100, 0.735560, 4.253999, 0.303500, 0.202500, 1.200000, 1.051059, 0.721920, 3.818000, 1.011380, 0.710320, 3.707999, 1.416500, 1.032000, 4.850000, 1.035020, 0.716580, 3.735999, 1.065280, 0.730620, 3.743999
0.743000, 0.548500, 1.900000, 1.068260, 0.724260, 3.876001, 1.000540, 0.706940, 3.873999, 1.208000, 0.859500, 4.250000, 1.059061, 0.726580, 3.816000, 1.028440, 0.715720, 3.813999, 0.854000, 0.602500, 5.250000, 1.092800, 0.710940, 3.384000, 0.963640, 0.669740, 3.676000, 0.468000, 0.312000, 1.150000, 1.078620, 0.719780, 3.916000, 0.944420, 0.677100, 3.944000, 0.811500, 0.574500, 3.700000, 1.099660, 0.743420, 4.274002, 0.968640, 0.700780, 4.306001, 0.833500, 0.591000, 1.800000, 1.027780, 0.694980, 3.494001, 0.966380, 0.678360, 3.659999, 1.672500, 1.084500, 2.100000, 1.280400, 0.729480, 3.028001, 1.022800, 0.708220, 3.351999, 1.326500, 0.968500, 2.950000, 1.070340, 0.694920, 3.278001, 0.959020, 0.653040, 3.271999, 0.570500, 0.399500, 2.600000, 1.058620, 0.725640, 3.810003, 0.996200, 0.702640, 3.345999, 1.742500, 1.148500, 6.250000, 1.025980, 0.675900, 3.927998, 1.083800, 0.695420, 3.945999
1.302500, 0.815500, 2.150000, 1.142200, 0.730080, 3.404000, 1.032400, 0.700820, 3.306002, 0.752500, 0.550500, 3.200000, 1.140080, 0.747660, 4.038000, 0.962920, 0.691140, 3.912001, 1.255000, 0.862000, 3.950000, 1.147480, 0.714020, 3.477998, 1.014120, 0.686180, 3.282000, 1.988000, 1.222000, 6.050000, 1.090000, 0.711540, 3.774002, 1.041500, 0.704760, 3.656000, 2.561000, 0.900500, 6.300000, 0.974620, 0.640040, 3.273999, 1.224520, 0.703540, 3.398000, 0.768000, 0.568500, 2.450000, 0.968299, 0.696180, 2.978000, 1.110600, 0.739320, 3.592000, 0.927500, 0.654500, 3.650000, 1.095280, 0.725620, 3.751998, 0.974300, 0.687100, 3.805999, 0.503000, 0.384000, 2.650000, 0.974280, 0.684380, 3.143999, 1.086600, 0.719040, 3.734000, 0.771000, 0.611500, 1.650000, 1.032740, 0.717880, 3.764002, 1.022080, 0.710400, 3.392000, 1.311000, 0.963500, 2.950000, 1.070340, 0.694920, 3.278001, 0.959020, 0.653040, 3.271999
1.669500, 1.021000, 4.200000, 0.984760, 0.683840, 3.616000, 1.106440, 0.723460, 3.754000, 1.440000, 0.892000, 2.850000, 1.075520, 0.703200, 3.480000, 0.936060, 0.653740, 3.467999, 0.738500, 0.570000, 2.850000, 0.980581, 0.694040, 3.366000, 1.061921, 0.724860, 3.539999, 0.937000, 0.705000, 3.500000, 1.076900, 0.729160, 3.936001, 0.998900, 0.703240, 3.664001, 1.177000, 0.816000, 2.750000, 1.080280, 0.730480, 3.927999, 0.996520, 0.702220, 3.692000, 0.786500, 0.583000, 3.300000, 0.910660, 0.661740, 3.607999, 1.104260, 0.714139, 3.730000, 0.740000, 0.548000, 2.300000, 0.968299, 0.696180, 2.978000, 1.110600, 0.739320, 3.592000, 0.523000, 0.402000, 2.750000, 0.974280, 0.684380, 3.143999, 1.086600, 0.719040, 3.734000, 0.029500, 0.020000, 0.100000, 1.049100, 0.727700, 4.439998, 1.013200, 0.716100, 3.599999, 1.270500, 0.687000, 2.500000, 0.960380, 0.643160, 3.766000, 0.920960, 0.625320, 3.647998
0.589500, 0.424000, 2.100000, 1.049700, 0.716300, 4.047999, 0.992680, 0.690100, 3.469999, 0.816500, 0.629500, 4.100000, 0.979580, 0.690620, 3.544001, 1.089820, 0.730480, 3.576000, 1.153000, 0.770000, 4.050000, 0.975820, 0.689180, 3.366001, 1.095880, 0.730220, 3.614000, 1.492000, 1.034000, 3.400000, 1.027800, 0.695780, 3.446001, 1.014340, 0.689520, 3.424000, 1.232000, 0.854500, 3.450000, 1.057220, 0.703520, 3.418002, 1.027000, 0.695220, 3.492002, 0.047000, 0.037500, 0.300000, 1.086040, 0.718240, 3.506001, 1.009780, 0.691900, 3.362000, 1.041500, 0.619000, 2.800000, 1.063480, 0.715300, 3.605999, 1.035720, 0.709000, 3.664001, 1.220000, 0.904000, 6.200000, 1.086440, 0.728740, 3.768001, 0.988400, 0.693800, 3.792000, 0.772000, 0.564500, 2.400000, 0.968299, 0.696180, 2.978000, 1.110600, 0.739320, 3.592000, 0.536500, 0.399000, 2.550000, 0.974280, 0.684380, 3.143999, 1.086600, 0.719040, 3.734000
0.871000, 0.586000, 4.200000, 0.937760, 0.670280, 3.950003, 1.095461, 0.723700, 4.086001, 0.909000, 0.646000, 4.000000, 0.987040, 0.690520, 3.998000, 1.044880, 0.710960, 3.948002, 0.919500, 0.642500, 3.150000, 1.020440, 0.710860, 3.922002, 1.055460, 0.722940, 3.728002, 1.143000, 0.723500, 2.900000, 1.061999, 0.717180, 4.416001, 1.060800, 0.711620, 4.324001, 0.881000, 0.506500, 3.700000, 0.995059, 0.680500, 3.599999, 1.086460, 0.707880, 3.626002, 0.836000, 0.632000, 4.300000, 0.979580, 0.690620, 3.544001, 1.089820, 0.730480, 3.576000, 0.612000, 0.434500, 2.250000, 1.049700, 0.716300, 4.047999, 0.992680, 0.690100, 3.469999, 0.580000, 0.385000, 0.900000, 1.170200, 0.739720, 3.695999, 0.945800, 0.668480, 3.054001, 0.874000, 0.633000, 2.750000, 1.117400, 0.750360, 4.143998, 0.967000, 0.698440, 3.576000, 0.979000, 0.675500, 3.750000, 0.923560, 0.674760, 3.334002, 1.146440, 0.748240, 3.426000
0.563000, 0.376500, 3.050000, 0.984800, 0.687360, 3.802000, 1.062980, 0.710240, 3.685999, 0.937000, 0.687000, 2.250000, 1.064460, 0.715660, 3.664000, 0.980220, 0.687240, 3.364000, 0.632500, 0.448000, 2.000000, 1.049700, 0.716300, 4.047999, 0.992680, 0.690100, 3.469999, 0.830500, 0.632000, 4.300000, 0.979580, 0.690620, 3.544001, 1.089820, 0.730480, 3.576000, 0.844500, 0.621000, 2.800000, 1.117400, 0.750360, 4.143998, 0.967000, 0.698440, 3.576000, 1.956500, 0.998000, 4.950000, 1.077580, 0.704760, 3.772001, 1.087120, 0.700840, 3.538000, 1.153500, 0.834000, 6.850000, 1.093540, 0.718840, 3.728001, 1.010760, 0.699160, 3.502001, 2.126000, 1.212000, 4.450000, 1.094620, 0.701400, 3.414000, 1.089480, 0.694800, 3.435999, 1.363000, 0.910000, 3.800000, 1.156440, 0.741720, 3.724000, 0.952260, 0.678980, 3.626001, 1.441500, 0.896000, 5.350000, 1.075340, 0.704120, 3.757999, 1.090960, 0.698880, 3.622000
0.962500, 0.760000, 6.000000, 1.218080, 0.749800, 3.658000, 0.957820, 0.671800, 3.362000, 1.045000, 0.747000, 4.300000, 1.023960, 0.705740, 3.740000, 1.059640, 0.713960, 3.210001, 0.759000, 0.577500, 2.450000, 1.057760, 0.703360, 3.472001, 1.013980, 0.696360, 3.253999, 1.206500, 0.831000, 3.750000, 0.957160, 0.676540, 3.245999, 1.151640, 0.741660, 3.824000, 1.190000, 0.788500, 6.200000, 0.993901, 0.693320, 3.474002, 1.146100, 0.737980, 3.706001, 1.157000, 0.795500, 3.650000, 1.085300, 0.728560, 3.733999, 1.025000, 0.711940, 3.485998, 0.619000, 0.441000, 2.200000, 1.049700, 0.716300, 4.047999, 0.992680, 0.690100, 3.469999, 0.588500, 0.392500, 0.700000, 1.170200, 0.739720, 3.695999, 0.945800, 0.668480, 3.054001, 0.827000, 0.629500, 4.300000, 0.979580, 0.690620, 3.544001, 1.089820, 0.730480, 3.576000, 0.440000, 0.331000, 0.700000, 0.992740, 0.674920, 3.582000, 1.054580, 0.691300, 3.287998
1.386500, 0.986500, 3.150000, 1.154221, 0.716040, 3.366001, 1.012780, 0.694860, 3.363999, 0.052500, 0.038000, 0.100000, 1.093840, 0.681440, 2.850001, 0.984740, 0.657300, 2.681999, 1.489000, 1.067500, 4.500000, 1.090679, 0.712580, 3.276000, 1.048780, 0.692540, 3.126000, 1.479500, 0.979500, 7.250000, 0.988280, 0.689480, 3.172000, 1.059540, 0.713980, 3.513999, 0.578000, 0.394500, 2.750000, 1.035020, 0.679180, 3.766001, 0.952220, 0.657800, 3.338000, 0.886500, 0.648000, 2.600000, 0.988420, 0.681240, 3.534000, 1.120180, 0.726860, 3.506000, 0.744500, 0.569000, 2.400000, 1.057760, 0.703360, 3.472001, 1.013980, 0.696360, 3.253999, 1.107500, 0.782000, 2.800000, 1.002940, 0.683180, 3.110002, 1.130760, 0.726920, 3.230001, 1.001000, 0.661000, 3.800000, 0.958779, 0.682200, 3.706001, 1.008900, 0.699800, 4.368001, 0.035500, 0.026000, 0.150000, 1.051980, 0.686240, 3.120000, 1.054059, 0.682320, 3.136000
1.483000, 1.045000, 4.450000, 1.095220, 0.726660, 3.896002, 1.020480, 0.706840, 3.653999, 1.176500, 0.824500, 5.300000, 1.041000, 0.719560, 3.820002, 1.019600, 0.713440, 3.769999, 0.975500, 0.622000, 2.550000, 1.430860, 0.762300, 3.649999, 0.956640, 0.660200, 3.459999, 1.477500, 1.022500, 5.600000, 1.337340, 0.717980, 3.476001, 0.962240, 0.651700, 3.527998, 1.555000, 1.080000, 4.300000, 1.189960, 0.718700, 3.393999, 0.929620, 0.655480, 3.399998, 1.181500, 0.811500, 2.700000, 0.960160, 0.687200, 2.955999, 1.122940, 0.741500, 3.404001, 0.871500, 0.623500, 4.350000, 0.982620, 0.684340, 3.336000, 1.064660, 0.714100, 3.718001, 1.461000, 0.979000, 7.600000, 0.988280, 0.689480, 3.172000, 1.059540, 0.713980, 3.513999, 0.901000, 0.540500, 3.300000, 1.001540, 0.698180, 3.475999, 1.087960, 0.725820, 3.583999, 0.572000, 0.393000, 2.650000, 1.035020, 0.679180, 3.766001, 0.952220, 0.657800, 3.338000
2.240500, 1.414000, 4.900000, 1.040920, 0.708660, 2.967998, 1.084380, 0.727240, 3.332000, 1.752500, 1.192000, 2.900000, 1.070540, 0.701540, 3.148000, 1.038880, 0.700720, 3.138000, 0.893500, 0.641000, 3.250000, 1.020200, 0.701760, 3.199999, 1.082300, 0.724340, 3.279998, 1.428000, 0.951000, 7.350000, 0.988280, 0.689480, 3.172000, 1.059540, 0.713980, 3.513999, 0.597500, 0.411000, 2.600000, 1.035020, 0.679180, 3.766001, 0.952220, 0.657800, 3.338000, 1.733500, 1.250000, 6.100000, 1.012220, 0.690280, 3.089998, 1.074200, 0.701260, 3.153998, 1.947000, 1.140000, 3.650000, 1.018520, 0.679520, 3.292000, 0.991960, 0.662040, 3.012001, 0.949000, 0.678000, 3.400000, 1.091080, 0.700220, 3.316000, 1.103020, 0.740580, 3.813999, 0.752500, 0.453000, 3.100000, 0.954619, 0.686020, 3.616000, 1.112600, 0.732240, 3.524000, 0.602000, 0.443000, 2.350000, 0.987720, 0.709560, 3.649999, 1.089480, 0.743940, 3.650002
1.175500, 0.660500, 2.650000, 1.040020, 0.689180, 3.239999, 0.991860, 0.671260, 3.303999, 1.116500, 0.775000, 6.650000, 1.067800, 0.724840, 4.062000, 0.977900, 0.689260, 3.815999, 1.925500, 1.206000, 6.400000, 0.991020, 0.693380, 3.858001, 1.093880, 0.726720, 3.962000, 1.461500, 0.968000, 7.550000, 0.988280, 0.689480, 3.172000, 1.059540, 0.713980, 3.513999, 0.584000, 0.396500, 2.550000, 1.035020, 0.679180, 3.766001, 0.952220, 0.657800, 3.338000, 1.185500, 0.786000, 4.150000, 1.001280, 0.698760, 3.657997, 1.011420, 0.701500, 3.740001, 1.147000, 0.803500, 4.250000, 1.025740, 0.708360, 3.918000, 0.996340, 0.697940, 3.807999, 1.117000, 0.830500, 4.050000, 1.328940, 0.751741, 3.344000, 0.983159, 0.681160, 3.136000, 1.224500, 0.805500, 3.950000, 1.329920, 0.751240, 3.240000, 0.990479, 0.682060, 3.019999, 0.943000, 0.683000, 5.300000, 1.024400, 0.678260, 3.955999, 1.004860, 0.674200, 3.519999
1.115500, 0.818500, 3.800000, 0.954040, 0.663060, 3.221999, 1.219360, 0.725480, 3.624000, 0.894000, 0.650500, 5.100000, 1.024400, 0.678260, 3.955999, 1.004860, 0.674200, 3.519999, 0.931500, 0.700000, 5.900000, 1.099740, 0.728000, 3.875998, 1.002159, 0.698100, 3.783999, 1.459500, 0.901500, 2.750000, 1.094840, 0.722380, 4.085999, 1.012599, 0.697640, 3.905998, 1.065000, 0.649500, 2.350000, 1.034680, 0.701660, 3.444000, 0.988940, 0.683820, 3.543999, 1.284500, 0.881500, 4.000000, 1.125400, 0.735500, 3.474001, 0.997300, 0.698300, 3.326001, 1.322000, 0.856500, 4.250000, 1.015840, 0.693560, 3.461999, 1.003899, 0.686640, 3.406001, 1.462500, 0.968500, 7.250000, 0.988280, 0.689480, 3.172000, 1.059540, 0.713980, 3.513999, 0.613500, 0.409500, 2.700000, 1.035020, 0.679180, 3.766001, 0.952220, 0.657800, 3.338000, 0.909000, 0.546500, 3.400000, 1.001540, 0.698180, 3.475999, 1.087960, 0.725820, 3.583999
1.473000, 0.903000, 2.650000, 1.094840, 0.722380, 4.085999, 1.012599, 0.697640, 3.905998, 1.359500, 0.913500, 6.500000, 1.100301, 0.713880, 3.893998, 1.005040, 0.683940, 3.737999, 1.450000, 1.013500, 4.050000, 1.079341, 0.720980, 4.114001, 0.986500, 0.688940, 3.938000, 1.031500, 0.770000, 5.300000, 1.059940, 0.705260, 3.478000, 1.049560, 0.717640, 3.742001, 1.400500, 0.987000, 6.750000, 0.967620, 0.627940, 2.900001, 0.860640, 0.602900, 3.002000, 0.761000, 0.564000, 2.100000, 1.045780, 0.720960, 3.704002, 0.976960, 0.697640, 3.614001, 1.627000, 1.202000, 2.850000, 1.115320, 0.743860, 3.696001, 0.971380, 0.697140, 3.324000, 1.591500, 1.001500, 2.150000, 1.012800, 0.679140, 3.156001, 1.051120, 0.696780, 3.423998, 1.406500, 0.716000, 2.800000, 1.055160, 0.692600, 3.036000, 1.085040, 0.711000, 3.194001, 1.170500, 0.807000, 4.150000, 0.948460, 0.647700, 3.347999, 1.022080, 0.675060, 3.627998
1.515000, 1.007000, 4.850000, 1.025440, 0.711240, 3.436000, 1.069360, 0.727760, 3.543999, 0.783000, 0.515000, 3.550000, 0.953800, 0.655440, 3.235999, 1.065080, 0.692760, 3.624000, 0.643500, 0.468000, 2.650000, 1.016820, 0.696480, 3.409999, 1.096080, 0.721320, 3.760000, 0.885000, 0.626000, 2.250000, 0.965720, 0.683320, 3.387999, 1.175780, 0.748980, 3.372000, 1.024000, 0.807000, 3.600000, 1.011800, 0.691820, 3.452000, 1.110500, 0.723480, 3.658001, 0.744000, 0.513000, 2.850000, 1.079640, 0.717700, 3.634001, 0.943380, 0.679740, 3.582000, 1.166500, 0.842500, 3.700000, 1.030160, 0.673320, 3.290000, 0.928420, 0.637580, 3.100001, 1.479000, 1.027000, 4.100000, 1.079341, 0.720980, 4.114001, 0.986500, 0.688940, 3.938000, 1.493000, 0.913500, 2.650000, 1.094840, 0.722380, 4.085999, 1.012599, 0.697640, 3.905998, 1.363500, 0.910500, 6.600000, 1.100301, 0.713880, 3.893998, 1.005040, 0.683940, 3.737999
1.270500, 0.862500, 5.450000, 0.969200, 0.656620, 3.048000, 1.111420, 0.705680, 3.375999, 1.474500, 1.038500, 3.950000, 1.079341, 0.720980, 4.114001, 0.986500, 0.688940, 3.938000, 1.466500, 0.902500, 2.850000, 1.094840, 0.722380, 4.085999, 1.012599, 0.697640, 3.905998, 1.331500, 0.893000, 6.500000, 1.100301, 0.713880, 3.893998, 1.005040, 0.683940, 3.737999, 1.259500, 0.859500, 3.050000, 1.062600, 0.714140, 3.387999, 1.029200, 0.700960, 3.304000, 1.589500, 0.936500, 5.300000, 1.052420, 0.707780, 3.759999, 1.003560, 0.693560, 3.488001, 1.342500, 0.832500, 5.000000, 1.031280, 0.698220, 4.030001, 1.003300, 0.694420, 3.897999, 1.003000, 0.674500, 2.500000, 1.116460, 0.719500, 3.725999, 1.055640, 0.686300, 3.353999, 0.889500, 0.625500, 4.100000, 1.073620, 0.686980, 3.546000, 1.151180, 0.716920, 3.483998, 0.754500, 0.508500, 2.100000, 1.063420, 0.676140, 3.485999, 1.155180, 0.708560, 3.303999
0.971000, 0.676500, 3.300000, 0.976580, 0.695240, 3.329999, 1.118920, 0.743660, 3.410001, 1.885000, 1.168500, 6.350000, 1.049160, 0.692720, 3.284000, 1.062400, 0.699120, 3.466001, 0.805500, 0.519000, 3.150000, 1.003000, 0.700160, 3.864000, 1.099400, 0.727840, 3.655999, 1.342500, 0.893000, 6.350000, 1.100301, 0.713880, 3.893998, 1.005040, 0.683940, 3.737999, 1.522500, 0.922500, 2.600000, 1.094840, 0.722380, 4.085999, 1.012599, 0.697640, 3.905998, 0.532000, 0.372500, 1.650000, 0.980620, 0.680060, 2.859999, 1.117980, 0.724480, 3.279999, 0.837500, 0.593500, 4.000000, 1.198100, 0.717960, 3.496001, 0.992480, 0.670760, 3.360001, 1.142000, 0.655500, 4.350000, 1.197340, 0.719360, 3.502001, 0.993480, 0.670240, 3.298001, 1.138500, 0.737000, 3.050000, 1.037600, 0.688140, 3.544001, 1.044000, 0.692880, 3.672000, 0.760500, 0.534000, 2.300000, 1.197700, 0.721140, 3.563999, 1.034100, 0.691660, 3.396001
1.349500, 0.902500, 6.450000, 1.100301, 0.713880, 3.893998, 1.005040, 0.683940, 3.737999, 0.604000, 0.443000, 3.200000, 1.110860, 0.736840, 4.586002, 0.971620, 0.688200, 4.394000, 1.496500, 0.916000, 2.700000, 1.094840, 0.722380, 4.085999, 1.012599, 0.697640, 3.905998, 1.170000, 0.810000, 4.800000, 1.038600, 0.698120, 3.454000, 1.003480, 0.688440, 3.514000, 1.873000, 1.166500, 6.250000, 1.049160, 0.692720, 3.284000, 1.062400, 0.699120, 3.466001, 1.225500, 0.802000, 5.050000, 0.931920, 0.680820, 3.583999, 1.157080, 0.755480, 3.696002, 1.136000, 0.723000, 3.250000, 0.925520, 0.678020, 3.441999, 1.171080, 0.759780, 3.658001, 1.116000, 0.721500, 3.300000, 0.929760, 0.677940, 3.523998, 1.163340, 0.756160, 3.536000, 1.786000, 1.088500, 4.350000, 0.947920, 0.687520, 3.593998, 1.140380, 0.750780, 3.696002, 0.889500, 0.547000, 3.450000, 0.973540, 0.691940, 3.668002, 1.073440, 0.720520, 3.826000
0.839000, 0.536000, 2.950000, 1.003000, 0.700160, 3.864000, 1.099400, 0.727840, 3.655999, 1.459000, 1.024000, 4.100000, 1.079341, 0.720980, 4.114001, 0.986500, 0.688940, 3.938000, 1.147000, 0.796000, 5.350000, 1.055020, 0.707000, 3.526000, 1.035740, 0.697100, 3.504000, 1.320500, 0.890000, 6.500000, 1.100301, 0.713880, 3.893998, 1.005040, 0.683940, 3.737999, 1.862000, 1.163000, 6.150000, 1.049160, 0.692720, 3.284000, 1.062400, 0.699120, 3.466001, 1.208500, 0.878000, 3.850000, 0.923260, 0.640960, 3.356000, 0.972240, 0.655240, 3.418002, 1.329500, 0.905000, 4.250000, 1.018860, 0.675180, 3.701999, 0.864920, 0.622300, 3.515998, 1.076000, 0.708000, 3.600000, 0.929140, 0.639000, 3.467999, 0.964660, 0.652700, 3.666000, 1.259500, 0.882000, 6.250000, 0.915720, 0.630480, 3.470000, 0.947740, 0.638620, 3.447999, 1.007000, 0.705000, 3.250000, 1.033740, 0.677600, 3.240001, 1.020480, 0.681940, 3.540000
